process_id,parent_id,start_time,end_time,executable_path,user,command_line
4510,4923,2025-03-01 09:39:20,2025-03-01 10:04:32,C:/Windows/SysWOW64/msedge.exe,user1,"""C:/Windows/SysWOW64/msedge.exe"""
8749,8749,2025-03-01 09:06:26,2025-03-01 09:13:14,C:/Program Files (x86)/calc.exe,janedoe,"""C:/Program Files (x86)/calc.exe"""
6804,2827,2025-03-01 09:58:58,2025-03-01 10:39:32,C:/Program Files (x86)/winword.exe,admin,"""C:/Program Files (x86)/winword.exe"""
2612,2139,2025-03-01 09:54:39,2025-03-01 10:57:38,C:/Program Files (x86)/cmd.exe,admin,"""C:/Program Files (x86)/cmd.exe"""
5073,6168,2025-03-01 09:30:37,2025-03-01 09:19:08,C:/Windows/SysWOW64/excel.exe,janedoe,"""C:/Windows/SysWOW64/excel.exe"""
4006,5040,2025-03-01 09:59:41,2025-03-01 09:10:17,C:/Program Files (x86)/calc.exe,janedoe,"""C:/Program Files (x86)/calc.exe"""
2604,2139,2025-03-01 09:06:22,2025-03-01 10:42:53,C:/Users/JohnDoe/AppData/Local/Programs/notepad.exe,user1,"""C:/Users/JohnDoe/AppData/Local/Programs/notepad.exe"""
3724,6804,2025-03-01 09:14:35,2025-03-01 10:58:03,C:/Program Files (x86)/winword.exe,janedoe,"""C:/Program Files (x86)/winword.exe"""
1960,1771,2025-03-01 09:26:39,2025-03-01 09:36:12,C:/Program Files (x86)/notepad.exe,janedoe,"""C:/Program Files (x86)/notepad.exe"""
5673,2612,2025-03-01 09:10:34,2025-03-01 09:25:55,C:/Users/JohnDoe/AppData/Local/Programs/winword.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/winword.exe"""
4566,3664,2025-03-01 09:04:09,2025-03-01 10:42:07,C:/Users/JohnDoe/AppData/Local/Programs/excel.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/excel.exe"""
1936,3664,2025-03-01 09:34:19,2025-03-01 10:56:25,C:/Users/JohnDoe/AppData/Local/Programs/winword.exe,user1,"""C:/Users/JohnDoe/AppData/Local/Programs/winword.exe"""
1931,1960,2025-03-01 09:04:40,2025-03-01 10:21:14,C:/Windows/System32/explorer.exe,admin,"""C:/Windows/System32/explorer.exe"""
4853,8749,2025-03-01 09:16:48,2025-03-01 10:19:02,C:/Windows/System32/msedge.exe,admin,"""C:/Windows/System32/msedge.exe"""
2343,6804,2025-03-01 09:35:41,2025-03-01 09:43:11,C:/Users/JohnDoe/AppData/Local/Programs/msedge.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/msedge.exe"""
4346,6107,2025-03-01 09:27:01,2025-03-01 09:17:52,C:/Windows/SysWOW64/svchost.exe,johndoe,"""C:/Windows/SysWOW64/svchost.exe"""
8491,6107,2025-03-01 09:31:17,2025-03-01 10:24:48,C:/Windows/System32/notepad.exe,admin,"""C:/Windows/System32/notepad.exe"""
2200,4566,2025-03-01 09:18:06,2025-03-01 09:18:05,C:/Windows/SysWOW64/excel.exe,johndoe,"""C:/Windows/SysWOW64/excel.exe"""
2127,9317,2025-03-01 09:10:46,2025-03-01 09:59:49,C:/Program Files/svchost.exe,johndoe,"""C:/Program Files/svchost.exe"""
9666,100,2025-03-01 09:45:17,2025-03-01 09:14:08,C:/Users/JohnDoe/AppData/Local/Programs/svchost.exe,user1,"""C:/Users/JohnDoe/AppData/Local/Programs/svchost.exe"""
5333,4483,2025-03-01 09:10:36,2025-03-01 09:37:11,C:/Windows/System32/excel.exe,johndoe,"""C:/Windows/System32/excel.exe"""
4450,4450,2025-03-01 09:46:55,2025-03-01 10:26:35,C:/Program Files/calc.exe,johndoe,"""C:/Program Files/calc.exe"""
9280,3724,2025-03-01 09:06:18,2025-03-01 10:26:36,C:/Program Files/notepad.exe,janedoe,"""C:/Program Files/notepad.exe"""
5533,2654,2025-03-01 09:52:38,2025-03-01 09:17:51,C:/Windows/System32/cmd.exe,johndoe,"""C:/Windows/System32/cmd.exe"""
3647,5533,2025-03-01 09:48:10,2025-03-01 09:58:23,C:/Program Files (x86)/excel.exe,admin,"""C:/Program Files (x86)/excel.exe"""
2832,3803,2025-03-01 09:02:27,2025-03-01 10:53:57,C:/Windows/SysWOW64/excel.exe,johndoe,"""C:/Windows/SysWOW64/excel.exe"""
3426,2612,2025-03-01 09:21:02,2025-03-01 09:49:47,C:/Windows/SysWOW64/notepad.exe,admin,"""C:/Windows/SysWOW64/notepad.exe"""
6862,2827,2025-03-01 09:24:08,2025-03-01 10:46:30,C:/Windows/SysWOW64/chrome.exe,janedoe,"""C:/Windows/SysWOW64/chrome.exe"""
3532,9317,2025-03-01 09:28:08,2025-03-01 09:03:23,C:/Windows/SysWOW64/explorer.exe,user1,"""C:/Windows/SysWOW64/explorer.exe"""
6442,3426,2025-03-01 09:18:12,2025-03-01 09:21:44,C:/Program Files (x86)/calc.exe,admin,"""C:/Program Files (x86)/calc.exe"""
7267,2654,2025-03-01 09:13:37,2025-03-01 10:51:29,C:/Program Files (x86)/calc.exe,janedoe,"""C:/Program Files (x86)/calc.exe"""
6728,5342,2025-03-01 09:01:36,2025-03-01 10:30:06,C:/Windows/SysWOW64/calc.exe,user1,"""C:/Windows/SysWOW64/calc.exe"""
7528,5061,2025-03-01 09:52:47,2025-03-01 09:38:06,C:/Program Files/chrome.exe,johndoe,"""C:/Program Files/chrome.exe"""
9346,8749,2025-03-01 09:01:53,2025-03-01 09:15:44,C:/Users/JohnDoe/AppData/Local/Programs/cmd.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/cmd.exe"""
3925,4853,2025-03-01 09:07:24,2025-03-01 10:21:27,C:/Program Files/notepad.exe,janedoe,"""C:/Program Files/notepad.exe"""
6663,9280,2025-03-01 09:41:23,2025-03-01 10:09:49,C:/Program Files/powershell.exe,admin,"""C:/Program Files/powershell.exe"""
7311,9346,2025-03-01 09:17:23,2025-03-01 09:06:03,C:/Users/JohnDoe/AppData/Local/Programs/calc.exe,janedoe,"""C:/Users/JohnDoe/AppData/Local/Programs/calc.exe"""
1027,5673,2025-03-01 09:24:51,2025-03-01 09:58:53,C:/Users/JohnDoe/AppData/Local/Programs/calc.exe,admin,"""C:/Users/JohnDoe/AppData/Local/Programs/calc.exe"""
6409,4346,2025-03-01 09:49:08,2025-03-01 09:41:00,C:/Program Files/chrome.exe,johndoe,"""C:/Program Files/chrome.exe"""
7691,2200,2025-03-01 09:37:50,2025-03-01 09:17:22,C:/Program Files (x86)/svchost.exe,user1,"""C:/Program Files (x86)/svchost.exe"""
7888,3647,2025-03-01 09:38:51,2025-03-01 09:41:05,C:/Windows/SysWOW64/msedge.exe,janedoe,"""C:/Windows/SysWOW64/msedge.exe"""
9977,100,2025-03-01 09:14:20,2025-03-01 09:58:41,C:/Program Files/svchost.exe,johndoe,"""C:/Program Files/svchost.exe"""
8618,7528,2025-03-01 09:34:53,2025-03-01 10:04:36,C:/Program Files (x86)/calc.exe,user1,"""C:/Program Files (x86)/calc.exe"""
2389,1931,2025-03-01 09:22:52,2025-03-01 09:12:45,C:/Users/JohnDoe/AppData/Local/Programs/msedge.exe,user1,"""C:/Users/JohnDoe/AppData/Local/Programs/msedge.exe"""
6085,5073,2025-03-01 09:01:40,2025-03-01 09:06:18,C:/Windows/SysWOW64/explorer.exe,user1,"""C:/Windows/SysWOW64/explorer.exe"""
8784,7543,2025-03-01 09:42:59,2025-03-01 10:18:35,C:/Program Files (x86)/powershell.exe,user1,"""C:/Program Files (x86)/powershell.exe"""
7291,7691,2025-03-01 09:10:04,2025-03-01 10:29:34,C:/Program Files (x86)/calc.exe,admin,"""C:/Program Files (x86)/calc.exe"""
2746,7267,2025-03-01 09:54:53,2025-03-01 10:35:00,C:/Windows/SysWOW64/explorer.exe,janedoe,"""C:/Windows/SysWOW64/explorer.exe"""
1822,2746,2025-03-01 09:31:09,2025-03-01 09:18:12,C:/Windows/SysWOW64/chrome.exe,janedoe,"""C:/Windows/SysWOW64/chrome.exe"""
9702,2746,2025-03-01 09:51:33,2025-03-01 10:00:25,C:/Users/JohnDoe/AppData/Local/Programs/cmd.exe,janedoe,"""C:/Users/JohnDoe/AppData/Local/Programs/cmd.exe"""
9976,9346,2025-03-01 09:30:43,2025-03-01 09:35:23,C:/Windows/SysWOW64/winword.exe,user1,"""C:/Windows/SysWOW64/winword.exe"""
5543,8618,2025-03-01 09:18:44,2025-03-01 10:00:03,C:/Program Files (x86)/calc.exe,admin,"""C:/Program Files (x86)/calc.exe"""
5681,2604,2025-03-01 09:21:49,2025-03-01 10:13:44,C:/Program Files/cmd.exe,admin,"""C:/Program Files/cmd.exe"""
3267,5342,2025-03-01 09:47:22,2025-03-01 09:20:51,C:/Windows/SysWOW64/powershell.exe,user1,"""C:/Windows/SysWOW64/powershell.exe"""
2052,6442,2025-03-01 09:37:02,2025-03-01 10:03:36,C:/Program Files (x86)/cmd.exe,janedoe,"""C:/Program Files (x86)/cmd.exe"""
2020,6804,2025-03-01 09:52:33,2025-03-01 10:19:44,C:/Program Files (x86)/powershell.exe,admin,"""C:/Program Files (x86)/powershell.exe"""
7232,1027,2025-03-01 09:20:23,2025-03-01 10:42:52,C:/Windows/System32/cmd.exe,janedoe,"""C:/Windows/System32/cmd.exe"""
7865,6085,2025-03-01 09:15:03,2025-03-01 10:06:39,C:/Users/JohnDoe/AppData/Local/Programs/msedge.exe,user1,"""C:/Users/JohnDoe/AppData/Local/Programs/msedge.exe"""
5471,6728,2025-03-01 09:26:32,2025-03-01 09:45:53,C:/Program Files (x86)/notepad.exe,janedoe,"""C:/Program Files (x86)/notepad.exe"""
3704,6663,2025-03-01 09:36:27,2025-03-01 09:03:40,C:/Windows/SysWOW64/msedge.exe,janedoe,"""C:/Windows/SysWOW64/msedge.exe"""
1444,1771,2025-03-01 09:59:10,2025-03-01 10:03:02,C:/Program Files (x86)/explorer.exe,user1,"""C:/Program Files (x86)/explorer.exe"""
1823,5673,2025-03-01 09:14:26,2025-03-01 10:02:04,C:/Program Files (x86)/cmd.exe,johndoe,"""C:/Program Files (x86)/cmd.exe"""
6529,3647,2025-03-01 09:17:13,2025-03-01 10:53:59,C:/Program Files/powershell.exe,admin,"""C:/Program Files/powershell.exe"""
8705,2654,2025-03-01 09:23:53,2025-03-01 09:30:36,C:/Users/JohnDoe/AppData/Local/Programs/notepad.exe,admin,"""C:/Users/JohnDoe/AppData/Local/Programs/notepad.exe"""
1659,3664,2025-03-01 09:57:17,2025-03-01 09:02:46,C:/Windows/SysWOW64/calc.exe,user1,"""C:/Windows/SysWOW64/calc.exe"""
4908,6310,2025-03-01 09:38:30,2025-03-01 09:29:45,C:/Program Files (x86)/chrome.exe,janedoe,"""C:/Program Files (x86)/chrome.exe"""
5198,5533,2025-03-01 09:41:27,2025-03-01 10:42:07,C:/Windows/SysWOW64/msedge.exe,admin,"""C:/Windows/SysWOW64/msedge.exe"""
3683,4346,2025-03-01 09:01:45,2025-03-01 09:42:35,C:/Windows/System32/msedge.exe,janedoe,"""C:/Windows/System32/msedge.exe"""
7498,3683,2025-03-01 09:40:25,2025-03-01 10:34:17,C:/Windows/SysWOW64/chrome.exe,user1,"""C:/Windows/SysWOW64/chrome.exe"""
2669,4908,2025-03-01 09:54:59,2025-03-01 09:16:31,C:/Program Files/msedge.exe,admin,"""C:/Program Files/msedge.exe"""
6688,6085,2025-03-01 09:04:42,2025-03-01 10:09:04,C:/Program Files (x86)/cmd.exe,johndoe,"""C:/Program Files (x86)/cmd.exe"""
1207,6442,2025-03-01 09:29:35,2025-03-01 09:49:27,C:/Program Files (x86)/chrome.exe,janedoe,"""C:/Program Files (x86)/chrome.exe"""
3506,6728,2025-03-01 09:44:24,2025-03-01 09:36:52,C:/Windows/SysWOW64/excel.exe,janedoe,"""C:/Windows/SysWOW64/excel.exe"""
8616,6728,2025-03-01 09:22:00,2025-03-01 10:56:17,C:/Users/JohnDoe/AppData/Local/Programs/svchost.exe,user1,"""C:/Users/JohnDoe/AppData/Local/Programs/svchost.exe"""
2419,1936,2025-03-01 09:51:13,2025-03-01 10:03:26,C:/Program Files (x86)/calc.exe,janedoe,"""C:/Program Files (x86)/calc.exe"""
6511,3664,2025-03-01 09:12:24,2025-03-01 10:06:34,C:/Program Files (x86)/cmd.exe,user1,"""C:/Program Files (x86)/cmd.exe"""
6813,5673,2025-03-01 09:40:41,2025-03-01 10:35:44,C:/Program Files/svchost.exe,johndoe,"""C:/Program Files/svchost.exe"""
1166,8618,2025-03-01 09:16:28,2025-03-01 10:38:18,C:/Windows/SysWOW64/chrome.exe,janedoe,"""C:/Windows/SysWOW64/chrome.exe"""
9004,2746,2025-03-01 09:44:05,2025-03-01 10:37:11,C:/Windows/SysWOW64/winword.exe,janedoe,"""C:/Windows/SysWOW64/winword.exe"""
8342,1166,2025-03-01 09:20:05,2025-03-01 09:30:15,C:/Windows/System32/chrome.exe,janedoe,"""C:/Windows/System32/chrome.exe"""
4986,4346,2025-03-01 09:32:18,2025-03-01 10:15:34,C:/Users/JohnDoe/AppData/Local/Programs/cmd.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/cmd.exe"""
7971,1207,2025-03-01 09:24:01,2025-03-01 10:35:57,C:/Users/JohnDoe/AppData/Local/Programs/cmd.exe,janedoe,"""C:/Users/JohnDoe/AppData/Local/Programs/cmd.exe"""
5438,4346,2025-03-01 09:08:14,2025-03-01 10:38:28,C:/Program Files/calc.exe,user1,"""C:/Program Files/calc.exe"""
6169,9317,2025-03-01 09:13:04,2025-03-01 09:29:32,C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe,janedoe,"""C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe"""
5530,7498,2025-03-01 09:40:44,2025-03-01 09:38:38,C:/Users/JohnDoe/AppData/Local/Programs/excel.exe,admin,"""C:/Users/JohnDoe/AppData/Local/Programs/excel.exe"""
4180,4853,2025-03-01 09:12:14,2025-03-01 09:41:16,C:/Windows/SysWOW64/cmd.exe,admin,"""C:/Windows/SysWOW64/cmd.exe"""
9751,6310,2025-03-01 09:03:43,2025-03-01 10:15:33,C:/Program Files/notepad.exe,johndoe,"""C:/Program Files/notepad.exe"""
3068,7865,2025-03-01 09:59:34,2025-03-01 09:01:40,C:/Program Files (x86)/chrome.exe,johndoe,"""C:/Program Files (x86)/chrome.exe"""
8690,1027,2025-03-01 09:12:35,2025-03-01 09:07:00,C:/Program Files (x86)/cmd.exe,johndoe,"""C:/Program Files (x86)/cmd.exe"""
8827,9201,2025-03-01 09:33:34,2025-03-01 09:10:06,C:/Windows/System32/powershell.exe,admin,"""C:/Windows/System32/powershell.exe"""
3485,5342,2025-03-01 09:05:48,2025-03-01 09:33:53,C:/Users/JohnDoe/AppData/Local/Programs/svchost.exe,admin,"""C:/Users/JohnDoe/AppData/Local/Programs/svchost.exe"""
7818,3267,2025-03-01 09:15:24,2025-03-01 10:45:54,C:/Users/JohnDoe/AppData/Local/Programs/msedge.exe,janedoe,"""C:/Users/JohnDoe/AppData/Local/Programs/msedge.exe"""
8381,8381,2025-03-01 09:58:43,2025-03-01 10:20:21,C:/Program Files (x86)/svchost.exe,janedoe,"""C:/Program Files (x86)/svchost.exe"""
6003,1822,2025-03-01 09:41:37,2025-03-01 10:41:02,C:/Users/JohnDoe/AppData/Local/Programs/notepad.exe,admin,"""C:/Users/JohnDoe/AppData/Local/Programs/notepad.exe"""
4404,7232,2025-03-01 09:45:05,2025-03-01 09:11:05,C:/Windows/SysWOW64/svchost.exe,user1,"""C:/Windows/SysWOW64/svchost.exe"""
4929,4608,2025-03-01 09:10:41,2025-03-01 09:00:21,C:/Users/JohnDoe/AppData/Local/Programs/chrome.exe,janedoe,"""C:/Users/JohnDoe/AppData/Local/Programs/chrome.exe"""
8381,1659,2025-03-01 09:19:52,2025-03-01 09:04:27,C:/Users/JohnDoe/AppData/Local/Programs/winword.exe,user1,"""C:/Users/JohnDoe/AppData/Local/Programs/winword.exe"""
5720,5198,2025-03-01 09:04:51,2025-03-01 10:33:51,C:/Program Files/winword.exe,user1,"""C:/Program Files/winword.exe"""
5334,6813,2025-03-01 09:29:01,2025-03-01 09:15:40,C:/Users/JohnDoe/AppData/Local/Programs/calc.exe,user1,"""C:/Users/JohnDoe/AppData/Local/Programs/calc.exe"""
3441,8381,2025-03-01 09:04:52,2025-03-01 09:08:08,C:/Program Files/explorer.exe,user1,"""C:/Program Files/explorer.exe"""
6039,5681,2025-03-01 09:29:58,2025-03-01 09:16:58,C:/Users/JohnDoe/AppData/Local/Programs/svchost.exe,janedoe,"""C:/Users/JohnDoe/AppData/Local/Programs/svchost.exe"""
5982,4908,2025-03-01 09:34:09,2025-03-01 10:13:43,C:/Program Files (x86)/svchost.exe,janedoe,"""C:/Program Files (x86)/svchost.exe"""
8172,1771,2025-03-01 09:29:29,2025-03-01 10:40:17,C:/Users/JohnDoe/AppData/Local/Programs/notepad.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/notepad.exe"""
5102,6168,2025-03-01 09:46:01,2025-03-01 10:54:08,C:/Windows/System32/calc.exe,admin,"""C:/Windows/System32/calc.exe"""
5415,1771,2025-03-01 09:35:25,2025-03-01 10:28:57,C:/Windows/SysWOW64/winword.exe,janedoe,"""C:/Windows/SysWOW64/winword.exe"""
5557,9280,2025-03-01 09:43:20,2025-03-01 10:51:10,C:/Users/JohnDoe/AppData/Local/Programs/powershell.exe,janedoe,"""C:/Users/JohnDoe/AppData/Local/Programs/powershell.exe"""
2494,8381,2025-03-01 09:22:45,2025-03-01 09:43:50,C:/Program Files/powershell.exe,admin,"""C:/Program Files/powershell.exe"""
3634,1444,2025-03-01 09:19:40,2025-03-01 10:30:27,C:/Program Files (x86)/winword.exe,janedoe,"""C:/Program Files (x86)/winword.exe"""
1601,8381,2025-03-01 09:17:13,2025-03-01 09:44:08,C:/Windows/System32/cmd.exe,admin,"""C:/Windows/System32/cmd.exe"""
7622,3634,2025-03-01 09:31:32,2025-03-01 09:56:25,C:/Windows/System32/excel.exe,admin,"""C:/Windows/System32/excel.exe"""
4073,1601,2025-03-01 09:51:38,2025-03-01 10:08:03,C:/Program Files/msedge.exe,janedoe,"""C:/Program Files/msedge.exe"""
1845,3532,2025-03-01 09:08:56,2025-03-01 09:39:19,C:/Program Files/excel.exe,janedoe,"""C:/Program Files/excel.exe"""
8941,3724,2025-03-01 09:54:33,2025-03-01 09:32:40,C:/Windows/System32/msedge.exe,user1,"""C:/Windows/System32/msedge.exe"""
6091,3664,2025-03-01 09:06:21,2025-03-01 09:30:40,C:/Users/JohnDoe/AppData/Local/Programs/powershell.exe,admin,"""C:/Users/JohnDoe/AppData/Local/Programs/powershell.exe"""
8560,2604,2025-03-01 09:48:55,2025-03-01 09:39:50,C:/Windows/SysWOW64/winword.exe,johndoe,"""C:/Windows/SysWOW64/winword.exe"""
7807,3441,2025-03-01 09:31:10,2025-03-01 10:15:15,C:/Program Files (x86)/calc.exe,user1,"""C:/Program Files (x86)/calc.exe"""
7284,3647,2025-03-01 09:50:56,2025-03-01 09:18:38,C:/Users/JohnDoe/AppData/Local/Programs/excel.exe,admin,"""C:/Users/JohnDoe/AppData/Local/Programs/excel.exe"""
5526,5438,2025-03-01 09:18:14,2025-03-01 10:52:01,C:/Program Files/excel.exe,admin,"""C:/Program Files/excel.exe"""
5634,5681,2025-03-01 09:45:03,2025-03-01 10:06:51,C:/Users/JohnDoe/AppData/Local/Programs/msedge.exe,user1,"""C:/Users/JohnDoe/AppData/Local/Programs/msedge.exe"""
8316,6091,2025-03-01 09:22:41,2025-03-01 10:15:21,C:/Program Files (x86)/cmd.exe,janedoe,"""C:/Program Files (x86)/cmd.exe"""
8460,5471,2025-03-01 09:39:02,2025-03-01 09:52:17,C:/Windows/SysWOW64/calc.exe,user1,"""C:/Windows/SysWOW64/calc.exe"""
7730,2040,2025-03-01 09:48:08,2025-03-01 10:50:47,C:/Program Files/winword.exe,janedoe,"""C:/Program Files/winword.exe"""
7325,2343,2025-03-01 09:08:37,2025-03-01 10:08:34,C:/Program Files (x86)/notepad.exe,johndoe,"""C:/Program Files (x86)/notepad.exe"""
2644,8690,2025-03-01 09:31:11,2025-03-01 09:02:05,C:/Windows/System32/excel.exe,user1,"""C:/Windows/System32/excel.exe"""
7717,4346,2025-03-01 09:53:21,2025-03-01 09:36:11,C:/Windows/System32/winword.exe,johndoe,"""C:/Windows/System32/winword.exe"""
7512,6107,2025-03-01 09:25:56,2025-03-01 09:43:14,C:/Program Files/excel.exe,janedoe,"""C:/Program Files/excel.exe"""
9864,7543,2025-03-01 09:16:01,2025-03-01 10:26:10,C:/Users/JohnDoe/AppData/Local/Programs/chrome.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/chrome.exe"""
4727,6413,2025-03-01 09:51:54,2025-03-01 10:26:31,C:/Program Files (x86)/chrome.exe,admin,"""C:/Program Files (x86)/chrome.exe"""
8269,2127,2025-03-01 09:03:08,2025-03-01 09:44:17,C:/Program Files/notepad.exe,admin,"""C:/Program Files/notepad.exe"""
5806,3683,2025-03-01 09:09:56,2025-03-01 09:33:20,C:/Program Files/powershell.exe,janedoe,"""C:/Program Files/powershell.exe"""
3950,9666,2025-03-01 09:41:36,2025-03-01 10:58:53,C:/Windows/SysWOW64/chrome.exe,janedoe,"""C:/Windows/SysWOW64/chrome.exe"""
4945,5102,2025-03-01 09:15:51,2025-03-01 10:02:57,C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/explorer.exe"""
8529,9977,2025-03-01 09:19:38,2025-03-01 10:32:30,C:/Windows/System32/winword.exe,user1,"""C:/Windows/System32/winword.exe"""
2210,8827,2025-03-01 09:20:25,2025-03-01 10:27:14,C:/Program Files/msedge.exe,janedoe,"""C:/Program Files/msedge.exe"""
5097,8381,2025-03-01 09:26:15,2025-03-01 10:56:30,C:/Program Files/calc.exe,janedoe,"""C:/Program Files/calc.exe"""
2747,7311,2025-03-01 09:24:30,2025-03-01 10:18:28,"C:/Program Files (x86)/msedge.exe,unexpected",johndoe,"""C:/Program Files (x86)/msedge.exe,unexpected"""
5837,4598,2025-03-01 09:00:33,2025-03-01 10:17:16,C:/Program Files (x86)/svchost.exe,admin,"""C:/Program Files (x86)/svchost.exe"""
9138,9702,2025-03-01 09:54:44,2025-03-01 09:48:06,C:/Windows/SysWOW64/msedge.exe,user1,"""C:/Windows/SysWOW64/msedge.exe"""
4115,5097,2025-03-01 09:42:53,2025-03-01 09:13:15,C:/Program Files/explorer.exe,admin,"""C:/Program Files/explorer.exe"""
6061,8690,2025-03-01 09:24:54,2025-03-01 10:39:59,"C:/Windows/System32/msedge.exe,unexpected",user1,"""C:/Windows/System32/msedge.exe,unexpected"""
2476,5543,2025-03-01 09:11:59,2025-03-01 09:27:24,C:/Program Files/powershell.exe,user1,"""C:/Program Files/powershell.exe"""
9837,2669,2025-03-01 09:18:36,2025-03-01 10:53:23,C:/Users/JohnDoe/AppData/Local/Programs/excel.exe,user1,"""C:/Users/JohnDoe/AppData/Local/Programs/excel.exe"""
5210,3441,2025-03-01 09:54:54,2025-03-01 09:15:43,C:/Program Files/cmd.exe,janedoe,"""C:/Program Files/cmd.exe"""
2233,1931,2025-03-01 09:57:44,2025-03-01 10:49:51,C:/Windows/SysWOW64/powershell.exe,johndoe,"""C:/Windows/SysWOW64/powershell.exe"""
2479,1166,2025-03-01 09:36:37,2025-03-01 09:16:52,C:/Windows/System32/svchost.exe,janedoe,"""C:/Windows/System32/svchost.exe"""
7038,2389,2025-03-01 09:56:08,2025-03-01 10:27:10,C:/Users/JohnDoe/AppData/Local/Programs/powershell.exe,johndoe,"""C:/Users/JohnDoe/AppData/Local/Programs/powershell.exe"""
2775,6663,2025-03-01 09:42:17,2025-03-01 10:16:39,C:/Program Files (x86)/notepad.exe,johndoe,"""C:/Program Files (x86)/notepad.exe"""
